cam,clock,file,station,window_start,window_end,edge,n_corners,spread,bw_IR,settled_run
CH05,15:16:24.7,151624.npz,T34,15:15:57,15:16:26,0,86,1,0,CH05-w22-r1
CH05,15:16:26.8,151626.npz,T34,15:15:57,15:16:26,1,59,1,0,
CH06,15:22:32.8,152232.npz,F41,15:22:34,15:22:58,1,30,1,0,
CH06,15:22:34.8,152234.npz,F41,15:22:34,15:22:58,0,13,1,0,
CH06,15:22:36.8,152236.npz,F41,15:22:34,15:22:58,0,37,1,0,
CH06,15:22:38.8,152238.npz,F41,15:22:34,15:22:58,0,24,1,0,CH06-w34-r1
CH06,15:22:40.8,152240.npz,F41,15:22:34,15:22:58,0,45,1,0,CH06-w34-r1
CH06,15:22:42.8,152242.npz,F41,15:22:34,15:22:58,0,43,1,0,CH06-w34-r1
CH06,15:22:44.9,152244.npz,F41,15:22:34,15:22:58,0,49,1,0,CH06-w34-r1
CH06,15:22:46.8,152246.npz,F41,15:22:34,15:22:58,0,50,1,0,CH06-w34-r1
CH06,15:22:48.9,152248.npz,F41,15:22:34,15:22:58,0,51,1,0,CH06-w34-r1
CH06,15:22:50.8,152250.npz,F41,15:22:34,15:22:58,0,49,1,0,CH06-w34-r1
CH06,15:22:52.8,152252.npz,F41,15:22:34,15:22:58,0,47,1,0,CH06-w34-r1
CH06,15:22:54.9,152254.npz,F41,15:22:34,15:22:58,0,49,1,0,CH06-w34-r1
CH06,15:22:56.9,152256.npz,F41,15:22:34,15:22:58,0,49,1,0,CH06-w34-r1
CH06,15:22:58.8,152258.npz,F41,15:22:34,15:22:58,1,24,1,0,CH06-w34-r1
CH06,15:23:00.8,152300.npz,,,,0,25,1,0,
CH06,15:23:02.9,152302.npz,,,,0,58,1,0,
CH06,15:23:04.9,152304.npz,,,,0,62,1,0,
CH06,15:23:06.8,152306.npz,V42,15:23:08,15:23:16,1,59,1,0,CH06-w36-r1
CH06,15:23:08.8,152308.npz,V42,15:23:08,15:23:16,0,63,1,0,CH06-w36-r1
CH06,15:23:10.9,152310.npz,V42,15:23:08,15:23:16,0,63,1,0,CH06-w36-r1
CH06,15:23:12.9,152312.npz,V42,15:23:08,15:23:16,0,63,1,0,CH06-w36-r1
CH06,15:23:14.9,152314.npz,V42,15:23:08,15:23:16,0,64,1,0,CH06-w36-r1
CH06,15:23:16.9,152316.npz,V42,15:23:08,15:23:16,1,63,1,0,CH06-w36-r1
CH06,15:23:18.8,152318.npz,,,,0,19,1,0,
CH06,15:23:26.8,152326.npz,F43,15:23:24,15:23:50,0,56,1,0,CH06-w37-r1
CH06,15:23:28.8,152328.npz,F43,15:23:24,15:23:50,0,56,1,0,CH06-w37-r1
CH06,15:23:30.8,152330.npz,F43,15:23:24,15:23:50,0,56,1,0,CH06-w37-r1
CH06,15:23:32.9,152332.npz,F43,15:23:24,15:23:50,0,56,1,0,CH06-w37-r1
CH06,15:23:35.0,152335.npz,F43,15:23:24,15:23:50,0,56,1,0,CH06-w37-r1
CH06,15:23:36.9,152336.npz,F43,15:23:24,15:23:50,0,56,1,0,CH06-w37-r1
CH06,15:23:38.9,152338.npz,F43,15:23:24,15:23:50,0,56,1,0,CH06-w37-r1
CH06,15:23:40.9,152340.npz,F43,15:23:24,15:23:50,0,56,1,0,CH06-w37-r1
CH06,15:23:42.9,152342.npz,F43,15:23:24,15:23:50,0,56,1,0,CH06-w37-r1
CH06,15:23:44.8,152344.npz,F43,15:23:24,15:23:50,0,56,1,0,CH06-w37-r1
CH06,15:23:46.8,152346.npz,F43,15:23:24,15:23:50,0,56,1,0,CH06-w37-r1
CH06,15:23:48.8,152348.npz,F43,15:23:24,15:23:50,0,56,1,0,CH06-w37-r1
CH06,15:23:50.8,152350.npz,F43,15:23:24,15:23:50,1,56,1,0,CH06-w37-r1
CH06,15:23:52.8,152352.npz,,,,0,29,1,0,
CH06,15:24:24.8,152424.npz,,,,0,35,1,0,
CH06,15:25:06.8,152506.npz,,,,0,57,1,0,
CH06,15:25:08.8,152508.npz,T52,15:25:09,15:25:25,1,66,1,0,
CH06,15:25:10.9,152510.npz,T52,15:25:09,15:25:25,0,67,1,0,CH06-w40-r1
CH06,15:25:12.9,152512.npz,T52,15:25:09,15:25:25,0,68,1,0,CH06-w40-r1
CH06,15:25:14.8,152514.npz,T52,15:25:09,15:25:25,0,73,1,0,CH06-w40-r1
CH06,15:25:16.8,152516.npz,T52,15:25:09,15:25:25,0,69,1,0,CH06-w40-r1
CH06,15:25:18.8,152518.npz,T52,15:25:09,15:25:25,0,67,1,0,CH06-w40-r1
CH06,15:25:20.8,152520.npz,T52,15:25:09,15:25:25,0,69,1,0,CH06-w40-r1
CH06,15:25:22.8,152522.npz,T52,15:25:09,15:25:25,0,66,1,0,CH06-w40-r1
CH06,15:25:24.9,152524.npz,T52,15:25:09,15:25:25,0,68,1,0,CH06-w40-r1
CH06,15:25:26.8,152526.npz,,,,0,60,1,0,
CH06,15:25:28.8,152528.npz,,,,0,37,1,0,
CH06,15:25:34.9,152534.npz,,,,0,28,1,0,
CH06,15:25:36.8,152536.npz,T53,15:25:37,15:25:47,1,28,1,0,CH06-w41-r1
CH06,15:25:40.8,152540.npz,T53,15:25:37,15:25:47,0,65,1,0,CH06-w41-r1
CH06,15:25:42.9,152542.npz,T53,15:25:37,15:25:47,0,65,1,0,CH06-w41-r1
CH06,15:25:44.9,152544.npz,T53,15:25:37,15:25:47,0,65,1,0,CH06-w41-r1
CH06,15:25:46.8,152546.npz,T53,15:25:37,15:25:47,0,65,1,0,CH06-w41-r1
CH06,15:25:48.8,152548.npz,,,,0,42,1,0,
CH06,15:25:58.8,152558.npz,T54,15:25:59,15:26:13,1,69,1,0,CH06-w42-r1
CH06,15:26:00.8,152600.npz,T54,15:25:59,15:26:13,0,69,1,0,CH06-w42-r1
CH06,15:26:02.8,152602.npz,T54,15:25:59,15:26:13,0,70,1,0,CH06-w42-r1
CH06,15:26:04.8,152604.npz,T54,15:25:59,15:26:13,0,70,1,0,CH06-w42-r1
CH06,15:26:06.8,152606.npz,T54,15:25:59,15:26:13,0,70,1,0,CH06-w42-r1
CH06,15:26:08.8,152608.npz,T54,15:25:59,15:26:13,0,70,1,0,CH06-w42-r1
CH06,15:26:10.8,152610.npz,T54,15:25:59,15:26:13,0,70,1,0,CH06-w42-r1
CH06,15:26:12.8,152612.npz,T54,15:25:59,15:26:13,0,70,1,0,CH06-w42-r1
CH06,15:26:14.8,152614.npz,,,,0,47,1,0,
CH06,15:26:54.9,152654.npz,,,,0,51,1,0,
CH06,15:26:56.9,152656.npz,,,,0,54,1,0,
CH06,15:26:58.8,152658.npz,,,,0,53,1,0,
CH06,15:27:00.8,152700.npz,V51,15:27:02,15:27:16,1,58,1,0,CH06-w44-r1
CH06,15:27:02.9,152702.npz,V51,15:27:02,15:27:16,0,61,1,0,CH06-w44-r1
CH06,15:27:04.9,152704.npz,V51,15:27:02,15:27:16,0,61,1,0,CH06-w44-r1
CH06,15:27:06.9,152706.npz,V51,15:27:02,15:27:16,0,61,1,0,CH06-w44-r1
CH06,15:27:08.9,152708.npz,V51,15:27:02,15:27:16,0,61,1,0,CH06-w44-r1
CH06,15:27:10.9,152710.npz,V51,15:27:02,15:27:16,0,61,1,0,CH06-w44-r1
CH06,15:27:12.9,152712.npz,V51,15:27:02,15:27:16,0,58,1,0,CH06-w44-r1
CH06,15:27:14.9,152714.npz,V51,15:27:02,15:27:16,0,58,1,0,CH06-w44-r1
CH06,15:27:16.9,152716.npz,V51,15:27:02,15:27:16,1,35,1,0,
CH06,15:27:18.8,152718.npz,,,,0,60,1,0,
CH06,15:27:20.8,152720.npz,,,,0,58,1,0,
CH06,15:27:22.8,152722.npz,F52,15:27:24,15:27:44,1,56,1,0,
CH06,15:27:24.8,152724.npz,F52,15:27:24,15:27:44,0,56,1,0,
CH06,15:27:26.8,152726.npz,F52,15:27:24,15:27:44,0,56,1,0,CH06-w45-r1
CH06,15:27:28.8,152728.npz,F52,15:27:24,15:27:44,0,55,1,0,CH06-w45-r1
CH06,15:27:30.9,152730.npz,F52,15:27:24,15:27:44,0,55,1,0,CH06-w45-r1
CH06,15:27:32.9,152732.npz,F52,15:27:24,15:27:44,0,55,1,0,CH06-w45-r1
CH06,15:27:34.9,152734.npz,F52,15:27:24,15:27:44,0,55,1,0,CH06-w45-r1
CH06,15:27:36.8,152736.npz,F52,15:27:24,15:27:44,0,52,1,0,CH06-w45-r1
CH06,15:27:38.9,152738.npz,F52,15:27:24,15:27:44,0,56,1,0,CH06-w45-r1
CH06,15:27:40.9,152740.npz,F52,15:27:24,15:27:44,0,55,1,0,CH06-w45-r1
CH06,15:27:42.8,152742.npz,F52,15:27:24,15:27:44,0,56,1,0,CH06-w45-r1
CH06,15:27:44.8,152744.npz,F52,15:27:24,15:27:44,1,46,1,0,
CH06,15:27:46.9,152746.npz,,,,0,53,1,0,
CH06,15:27:48.9,152748.npz,V53,15:27:50,15:28:02,1,55,1,0,CH06-w46-r1
CH06,15:27:50.8,152750.npz,V53,15:27:50,15:28:02,0,88,1,0,CH06-w46-r1
CH06,15:27:52.8,152752.npz,V53,15:27:50,15:28:02,0,88,1,0,CH06-w46-r1
CH06,15:27:54.8,152754.npz,V53,15:27:50,15:28:02,0,88,1,0,CH06-w46-r1
CH06,15:27:56.9,152756.npz,V53,15:27:50,15:28:02,0,88,1,0,CH06-w46-r1
CH06,15:27:58.8,152758.npz,V53,15:27:50,15:28:02,0,88,1,0,CH06-w46-r1
CH06,15:28:00.8,152800.npz,V53,15:27:50,15:28:02,0,88,1,0,CH06-w46-r1
CH06,15:28:02.9,152802.npz,V53,15:27:50,15:28:02,1,88,1,0,CH06-w46-r1
CH06,15:28:04.8,152804.npz,,,,0,72,1,0,
CH06,15:28:12.9,152812.npz,F54,15:28:14,15:28:24,1,20,0,0,
CH06,15:28:14.8,152814.npz,F54,15:28:14,15:28:24,0,23,1,0,CH06-w47-r1
CH06,15:28:16.9,152816.npz,F54,15:28:14,15:28:24,0,23,1,0,CH06-w47-r1
CH06,15:28:18.9,152818.npz,F54,15:28:14,15:28:24,0,23,1,0,CH06-w47-r1
CH06,15:28:20.9,152820.npz,F54,15:28:14,15:28:24,0,23,1,0,CH06-w47-r1
CH06,15:28:22.9,152822.npz,F54,15:28:14,15:28:24,0,23,1,0,CH06-w47-r1
CH06,15:28:24.8,152824.npz,F54,15:28:14,15:28:24,1,23,1,0,CH06-w47-r1
